sensor id,timestamp,temp,hum,pressure,lux,ec
10370001.0,2021-04-13 22:14:24,18.77,57.55,743.27,8.33,2.601856106569171
10370001.0,2021-04-13 22:14:53,18.73,57.71,743.31,8.33,2.537932436888842
10370001.0,2021-04-13 22:15:21,18.74,57.66,743.34,8.33,2.7136299359732434
10370001.0,2021-04-13 22:18:42,18.68,57.81,743.23,7.92,2.462508327516911
10370001.0,2021-04-13 22:19:10,18.68,57.83,743.24,7.5,2.517318722243419
10370001.0,2021-04-13 22:19:39,18.69,58.19,743.24,7.5,2.5216094524893493
10370001.0,2021-04-13 22:20:07,18.74,58.46,743.15,7.5,2.5539297022305543
10370001.0,2021-04-13 22:20:35,18.76,57.94,743.16,7.5,2.6773097445591993
10370001.0,2021-04-13 22:21:04,18.78,57.8,743.21,7.5,2.556005071435039
10370001.0,2021-04-13 22:21:32,18.79,57.83,743.17,7.08,2.5304628459336516
10370001.0,2021-04-13 22:22:01,18.81,57.94,743.17,7.5,2.5897952706058587
10370001.0,2021-04-13 22:22:54,18.64,60.82,743.2,0.0,2.5366004098836457
10370001.0,2021-04-13 22:23:23,18.96,59.38,743.23,0.0,2.4150880619694965
10370001.0,2021-04-13 22:23:51,18.93,59.26,743.25,0.0,2.5166450722275218
10370001.0,2021-04-13 22:24:20,18.87,59.35,743.3,0.0,2.5836671484785403
10370001.0,2021-04-13 22:24:49,18.79,59.5,743.31,0.0,2.564035881602983
10370001.0,2021-04-13 22:25:17,18.71,59.82,743.32,0.0,2.4289602767970497
10370001.0,2021-04-13 22:25:45,18.62,59.85,743.34,0.0,2.4796609688238695
10370001.0,2021-04-13 22:26:14,18.53,60.1,743.35,0.0,2.5230778780714815
10370001.0,2021-04-13 22:26:43,18.45,60.51,743.35,0.0,2.60914027663053
10370001.0,2021-04-13 22:27:11,18.38,60.85,743.4,0.0,2.4911518422279366
10370001.0,2021-04-13 22:27:39,18.31,61.22,743.39,0.0,2.4526631344674747
10370001.0,2021-04-13 22:28:08,18.24,61.29,743.41,0.0,2.515987721585833
10370001.0,2021-04-13 22:28:36,18.18,61.61,743.38,0.0,2.5725905775249114
10370001.0,2021-04-13 22:29:04,18.13,61.98,743.45,0.0,2.500257265094723
10370001.0,2021-04-13 22:29:33,18.07,62.12,743.38,0.0,2.47854922373639
10370001.0,2021-04-13 22:30:01,18.02,62.37,743.4,0.0,2.6190414166945892
10370001.0,2021-04-13 22:30:30,17.97,62.61,743.43,0.0,2.571580826135887
10370001.0,2021-04-13 22:30:58,17.93,62.8,743.43,0.0,2.4734335657298554
10370001.0,2021-04-13 22:31:26,17.89,62.98,743.45,0.0,2.558942929997745
10370001.0,2021-04-13 22:31:55,17.85,63.17,743.46,0.0,2.491548449558151
10370001.0,2021-04-13 22:32:23,17.82,63.48,743.44,0.0,2.3633420460774097
10370001.0,2021-04-13 22:32:52,17.79,63.66,743.43,0.0,2.4752269366445265
10370001.0,2021-04-13 22:33:20,17.75,63.84,743.42,0.0,2.570482508605403
10370001.0,2021-04-13 22:33:48,17.72,63.98,743.43,0.0,2.5424201988594013
10370001.0,2021-04-13 22:34:16,17.7,64.26,743.43,0.0,2.5532280181907994
10370001.0,2021-04-13 22:34:45,17.67,64.46,743.42,0.0,2.58285107942738
10370001.0,2021-04-13 22:35:13,17.65,64.62,743.42,0.0,2.5480730571948342
10370001.0,2021-04-13 22:35:42,17.63,64.61,743.45,0.0,2.591251065908384
10370001.0,2021-04-13 22:36:10,17.61,64.72,743.43,0.0,2.5474267076064128
10370001.0,2021-04-13 22:36:38,17.59,64.96,743.43,0.0,2.532894253099436
10370001.0,2021-04-13 22:37:06,17.57,65.16,743.48,0.0,2.503146062224629
10370001.0,2021-04-13 22:37:35,17.57,65.33,743.51,0.0,2.5908146666981295
10370001.0,2021-04-13 22:38:03,17.55,65.39,743.53,0.0,2.5888205160570523
10370001.0,2021-04-13 22:38:31,17.52,65.67,743.56,0.0,2.5622155595670857
10370001.0,2021-04-13 22:39:00,17.51,65.8,743.49,0.0,2.575670979112107
10370001.0,2021-04-13 22:39:28,17.5,65.98,743.52,0.0,2.556364689415166
10370001.0,2021-04-13 22:39:57,17.48,66.2,743.46,0.0,2.616102544759985
10370001.0,2021-04-13 22:40:26,17.46,66.19,743.48,0.0,2.624123412684582
10370001.0,2021-04-13 22:40:54,17.46,66.24,743.51,0.0,2.5901467290821767
10370001.0,2021-04-13 22:41:22,17.45,66.45,743.51,0.0,2.504139093880828
10370001.0,2021-04-13 22:41:51,17.44,66.56,743.5,0.0,2.5763020074758813
10370001.0,2021-04-13 22:42:19,17.43,66.69,743.5,0.0,2.595317291562869
10370001.0,2021-04-13 22:42:48,17.41,66.73,743.5,0.0,2.5731344374377527
10370001.0,2021-04-13 22:43:16,17.41,66.9,743.54,0.0,2.4958040827963046
10370001.0,2021-04-13 22:43:45,17.4,67.08,743.59,0.0,2.6179673096918084
10370001.0,2021-04-13 22:44:14,17.39,67.07,743.56,0.0,2.4523122824760164
10370001.0,2021-04-13 22:44:43,17.38,67.05,743.55,0.0,2.5016536360451416
10370001.0,2021-04-13 22:45:11,17.38,67.14,743.56,0.0,2.6133358404896643
10370001.0,2021-04-13 22:45:40,17.38,67.51,743.6,0.0,2.647753414952611
10370001.0,2021-04-13 22:46:08,17.37,67.36,743.56,0.0,2.5367464793807466
10370001.0,2021-04-13 22:46:37,17.37,67.51,743.57,0.0,2.5242045195089586
10370001.0,2021-04-13 22:47:05,17.36,67.87,743.62,0.0,2.4959436654921454
10370001.0,2021-04-13 22:47:34,17.37,67.96,743.61,0.0,2.5887537440382355
10370001.0,2021-04-13 22:48:03,17.36,68.25,743.6,0.0,2.476104905669357
10370001.0,2021-04-13 22:48:31,17.36,68.19,743.6,0.0,2.6514793703089934
10370001.0,2021-04-13 22:48:59,17.35,68.22,743.59,0.0,2.458154727373241
10370001.0,2021-04-13 22:49:28,17.36,68.46,743.6,0.0,2.5147277212931276
10370001.0,2021-04-13 22:49:56,17.36,68.62,743.58,0.0,2.53827680107785
10370001.0,2021-04-13 22:50:25,17.35,68.71,743.59,0.0,2.6778481749428145
10370001.0,2021-04-13 22:50:53,17.36,68.69,743.6,0.0,2.590447938824145
10370001.0,2021-04-13 22:51:21,17.37,68.63,743.64,0.0,2.546789790671929
10370001.0,2021-04-13 22:51:50,17.37,68.37,743.62,0.0,2.608276992078054
10370001.0,2021-04-13 22:52:18,17.36,68.35,743.63,0.0,2.5297484012615676
10370001.0,2021-04-13 22:52:46,17.36,68.67,743.62,0.0,2.4991356612741735
10370001.0,2021-04-13 22:53:15,17.36,68.26,743.65,0.0,2.5537972330383445
10370001.0,2021-04-13 22:53:44,17.36,68.27,743.63,0.0,2.6466524331759045
10370001.0,2021-04-13 22:54:13,17.35,68.28,743.61,0.0,2.520351403816722
10370001.0,2021-04-13 22:54:41,17.36,68.3,743.63,0.0,2.6423896849616257
10370001.0,2021-04-13 22:55:10,17.36,68.26,743.67,0.0,2.554422407703549
10370001.0,2021-04-13 22:55:38,17.35,68.22,743.66,0.0,2.5808472434595937
10370001.0,2021-04-13 22:56:06,17.36,67.64,743.63,0.0,2.5407034404113236
10370001.0,2021-04-13 22:56:35,17.35,66.84,743.63,0.0,2.499816392777134
10370001.0,2021-04-13 22:57:03,17.34,66.21,743.66,0.0,2.5443248557497995
10370001.0,2021-04-13 22:57:31,17.34,66.25,743.67,0.0,2.4336116582761314
10370001.0,2021-04-13 22:58:00,17.33,65.37,743.68,0.0,2.6204930189883195
10370001.0,2021-04-13 22:58:29,17.32,64.59,743.69,0.0,2.5885588173533662
10370001.0,2021-04-13 22:58:58,17.32,64.04,743.69,0.0,2.5530436279011504
10370001.0,2021-04-13 22:59:26,17.31,63.76,743.69,0.0,2.502817776703637
10370001.0,2021-04-13 22:59:55,17.3,63.64,743.7,0.0,2.53879951666714
10370001.0,2021-04-13 23:00:23,17.3,63.31,743.67,0.0,2.633174885437828
10370001.0,2021-04-13 23:00:51,17.29,63.44,743.64,0.0,2.5445557497303923
10370001.0,2021-04-13 23:01:20,17.29,63.54,743.65,0.0,2.6199252288893504
10370001.0,2021-04-13 23:01:48,17.29,63.58,743.65,0.0,2.561274863426492
10370001.0,2021-04-13 23:02:16,17.28,63.6,743.68,0.0,2.5289183424294253
10370001.0,2021-04-13 23:02:45,17.27,63.63,743.7,0.0,2.4637683896317264
10370001.0,2021-04-13 23:03:13,17.27,63.66,743.66,0.0,2.601806949615765
10370001.0,2021-04-13 23:03:42,17.27,63.71,743.73,0.0,2.467426901982273
10370001.0,2021-04-13 23:04:10,17.25,63.58,743.7,0.0,2.61139851026264
10370001.0,2021-04-13 23:04:39,17.26,63.79,743.76,0.0,2.643455637566932
10370001.0,2021-04-13 23:05:07,17.26,63.72,743.71,0.0,2.7152096318971757
10370001.0,2021-04-13 23:05:36,17.24,63.7,743.71,0.0,2.507681036000072
10370001.0,2021-04-13 23:06:04,17.25,63.87,743.77,0.0,2.5990535449730094
10370001.0,2021-04-13 23:06:32,17.24,63.92,743.7,0.0,2.560610508809949
10370001.0,2021-04-13 23:07:01,17.24,63.93,743.67,0.0,2.5571583507412416
10370001.0,2021-04-13 23:07:29,17.23,63.96,743.69,0.0,2.5104864871986092
10370001.0,2021-04-13 23:07:57,17.23,63.92,743.74,0.0,2.6375881593165476
10370001.0,2021-04-13 23:08:26,17.23,63.72,743.74,0.0,2.5238716726355634
10370001.0,2021-04-13 23:08:54,17.22,63.9,743.7,0.0,2.775116494308354
10370001.0,2021-04-13 23:09:22,17.22,63.75,743.71,0.0,2.5653398377164622
10370001.0,2021-04-13 23:09:51,17.22,63.82,743.69,0.0,2.613443494332164
10370001.0,2021-04-13 23:10:20,17.21,63.66,743.71,0.0,2.6420475515271584
10370001.0,2021-04-13 23:10:48,17.21,63.41,743.71,0.0,2.6846237515906397
10370001.0,2021-04-13 23:11:16,17.2,63.18,743.7,0.0,2.6897349115022564
10370001.0,2021-04-13 23:11:45,17.32,63.51,743.69,0.42,2.6449047732611377
10370001.0,2021-04-13 23:12:13,17.33,63.29,743.67,0.0,2.6171390301056565
10370001.0,2021-04-13 23:12:42,17.34,63.0,743.69,0.0,2.588490395946904
10370001.0,2021-04-13 23:13:10,17.37,62.53,743.64,0.42,2.6238836533505587
10370001.0,2021-04-13 23:13:39,17.41,62.63,743.69,0.42,2.558384021546301
10370001.0,2021-04-13 23:14:07,17.41,62.22,743.7,0.42,2.565462079665973
10370001.0,2021-04-13 23:14:36,17.43,62.29,743.7,0.83,2.6187397935748065
10370001.0,2021-04-13 23:15:04,17.39,62.17,743.69,0.83,2.698642361556588
10370001.0,2021-04-13 23:15:33,17.34,61.5,743.72,0.83,2.6050732575082582
10370001.0,2021-04-13 23:16:01,17.29,62.22,743.7,0.83,2.623846038528961
10370001.0,2021-04-13 23:16:30,17.26,62.21,743.68,0.83,2.5998719454136374
10370001.0,2021-04-13 23:16:58,17.26,62.24,743.67,0.83,2.6421528496658775
10370001.0,2021-04-13 23:17:26,17.24,62.04,743.69,0.83,2.551054825825111
10370001.0,2021-04-13 23:17:55,17.23,61.85,743.7,0.42,2.5807807199547566
10370001.0,2021-04-13 23:18:23,17.24,61.84,743.68,0.83,2.6277207377128673
10370001.0,2021-04-13 23:18:52,17.22,61.73,743.72,0.83,2.6271898866034555
10370001.0,2021-04-13 23:19:20,17.2,61.77,743.71,0.83,2.519900751613582
10370001.0,2021-04-13 23:19:48,17.2,61.8,743.73,0.42,2.5496930096696477
10370001.0,2021-04-13 23:25:26,22.77,54.16,743.62,24.58,2.5958611399504354
10370001.0,2021-04-13 23:25:54,23.23,53.78,743.7,10.83,2.510453826450853
10370001.0,2021-04-13 23:26:22,23.63,52.74,743.65,34.17,2.665268826501924
10370001.0,2021-04-13 23:26:50,23.84,51.19,743.68,33.75,2.6206796149350016
10370001.0,2021-04-13 23:27:19,23.79,47.15,743.67,33.33,2.4937380184511793
10370001.0,2021-04-13 23:27:47,23.58,46.76,743.65,33.33,2.6331606688769034
10370001.0,2021-04-13 23:28:16,23.32,47.76,743.64,33.33,2.49898065042278
10370001.0,2021-04-13 23:28:45,23.02,47.89,743.67,32.92,2.6620951286886836
10370001.0,2021-04-13 23:29:14,22.67,48.59,743.64,32.92,2.642552299283112
10370001.0,2021-04-13 23:29:42,22.33,48.2,743.69,32.92,2.6101101598988765
10370001.0,2021-04-13 23:30:11,21.97,47.65,743.68,32.5,2.6848256763324923
10370001.0,2021-04-13 23:30:40,21.59,47.63,743.74,32.5,2.7122909280139385
10370001.0,2021-04-13 23:31:08,21.24,48.36,743.7,32.5,2.593117604058341
10370001.0,2021-04-13 23:31:36,20.93,49.95,743.68,32.08,2.5884207909702237
10370001.0,2021-04-13 23:32:04,20.66,50.96,743.69,31.67,2.6288179216733756
10370001.0,2021-04-13 23:32:33,20.4,51.69,743.75,31.67,2.496776116473669
10370001.0,2021-04-13 23:33:01,20.16,51.91,743.74,31.67,2.587128983804434
10370001.0,2021-04-13 23:33:30,19.92,51.63,743.73,31.25,2.6148736604019387
10370001.0,2021-04-13 23:33:58,19.72,52.65,743.73,30.83,2.745789906603245
10370001.0,2021-04-13 23:34:27,19.53,52.88,743.77,30.42,2.5674737615433285
10370001.0,2021-04-13 23:34:55,19.37,53.28,743.75,30.0,2.648840393238629
10370001.0,2021-04-13 23:35:24,19.21,53.98,743.76,29.58,2.6848833997456074
10370001.0,2021-04-13 23:35:52,19.06,53.75,743.8,29.17,2.7321320252459946
10370001.0,2021-04-13 23:36:21,18.85,52.41,743.77,28.75,2.6519249578658193
10370001.0,2021-04-13 23:36:49,18.72,53.14,743.76,28.33,2.5989965458834035
10370001.0,2021-04-13 23:37:18,18.59,53.71,743.77,27.92,2.671419723719346
10370001.0,2021-04-13 23:37:46,18.47,53.71,743.8,27.08,2.586456894254323
10370001.0,2021-04-13 23:38:16,18.33,53.63,743.82,26.67,2.6432872470208877
10370001.0,2021-04-13 23:38:45,18.21,53.83,743.83,25.83,2.5933325589002996
10370001.0,2021-04-13 23:39:13,18.14,54.84,743.82,25.42,2.6405144006668047
10370001.0,2021-04-13 23:39:42,18.03,54.99,743.8,25.0,2.733304281136798
10370001.0,2021-04-13 23:40:10,17.95,55.53,743.81,24.58,2.7069142387968137
10370001.0,2021-04-13 23:40:38,17.89,55.88,743.82,23.75,2.654718738048391
10370001.0,2021-04-13 23:41:07,17.83,56.16,743.82,23.33,2.5506241803562317
10370001.0,2021-04-13 23:41:35,17.78,56.18,743.85,22.92,2.678320041137649
10370001.0,2021-04-13 23:42:04,17.73,56.25,743.83,22.08,2.597987890651006
10370001.0,2021-04-13 23:42:32,17.67,55.57,743.84,21.67,2.6155500615975478
10370001.0,2021-04-13 23:43:01,17.61,55.51,743.91,20.83,2.5421762677655506
10370001.0,2021-04-13 23:43:29,17.55,55.71,743.92,20.42,2.5430105256636586
10370001.0,2021-04-13 23:43:58,17.49,56.12,743.91,20.0,2.593731004164457
10370001.0,2021-04-13 23:44:26,17.41,55.71,743.92,19.58,2.6282811514933475
10370001.0,2021-04-13 23:44:55,17.34,55.65,743.94,18.75,2.7137493939237647
10370001.0,2021-04-13 23:45:23,17.27,55.86,743.93,18.33,2.6221324296300095
10370001.0,2021-04-13 23:45:51,17.26,56.42,743.92,17.5,2.6678223084167842
10370001.0,2021-04-13 23:46:19,17.25,56.46,743.92,17.08,2.50800348853241
10370001.0,2021-04-13 23:46:48,17.25,56.71,743.89,16.25,2.651053920250949
10370001.0,2021-04-13 23:47:16,17.25,56.87,743.92,15.83,2.5888674403447047
10370001.0,2021-04-13 23:47:45,17.25,57.0,743.92,15.0,2.5986385556772453
10370001.0,2021-04-13 23:48:13,17.25,56.97,743.89,14.58,2.6897319561789246
10370001.0,2021-04-13 23:48:42,17.24,57.03,743.93,13.75,2.5749734156582047
10370001.0,2021-04-13 23:49:11,17.23,57.18,743.91,13.33,2.702820751313931
10370001.0,2021-04-13 23:49:39,17.22,57.29,743.95,12.92,2.664863006080701
10370001.0,2021-04-13 23:50:08,17.2,57.19,743.97,12.5,2.627581892435217
10370001.0,2021-04-13 23:50:36,17.18,57.13,743.93,12.08,2.706308436294936
10370001.0,2021-04-13 23:51:05,17.15,57.4,743.93,11.25,2.5358444247633565
10370001.0,2021-04-13 23:51:35,17.13,57.22,743.97,10.83,2.678769447765931
10370001.0,2021-04-13 23:52:03,17.1,57.34,743.95,10.0,2.708396306353336
10370001.0,2021-04-13 23:52:32,17.08,57.55,743.95,9.58,2.731398803518603
10370001.0,2021-04-13 23:53:00,17.07,57.66,743.93,9.17,2.656456078448197
10370001.0,2021-04-13 23:53:29,17.06,57.93,743.95,8.75,2.681728089774871
10370001.0,2021-04-13 23:53:57,17.05,58.05,743.93,8.33,2.6857176049748017
10370001.0,2021-04-13 23:54:26,17.06,58.11,743.99,7.92,2.8061612263754685
10370001.0,2021-04-13 23:54:55,17.05,58.2,743.98,7.5,2.6617007567329947
10370001.0,2021-04-13 23:55:23,17.06,58.24,743.97,7.08,2.733572440872589
10370001.0,2021-04-13 23:55:51,17.04,58.13,743.99,6.67,2.6849337949147927
10370001.0,2021-04-13 23:56:20,17.04,58.0,744.01,6.25,2.6249151039345042
10370001.0,2021-04-13 23:56:49,17.02,58.03,744.02,5.83,2.678414133128945
10370001.0,2021-04-13 23:57:18,17.01,58.01,744.01,5.42,2.6108177765829175
10370001.0,2021-04-13 23:57:46,16.99,57.99,744.04,5.0,2.590936551660492
10370001.0,2021-04-13 23:58:17,16.97,58.05,744.08,4.58,2.655089890264338
10370001.0,2021-04-13 23:58:46,16.95,58.14,744.06,4.58,2.668192864919459
10370001.0,2021-04-13 23:59:15,16.94,58.27,744.07,4.17,2.742529182125007
